sample_a	sample_b	n	exact	compat	combn
PD53362a	PD70973a	93	0.3656	0.5161	0.8817
PD53362a	PD70973b	91	0.3626	0.5275	0.8901
PD53362a	PD70974a	91	0.3736	0.4066	0.7802
PD53362a	PD70974b	93	0.3656	0.4301	0.7957
PD53362a	PD70974c	94	0.3830	0.3936	0.7766
PD53362a	PD70975a	86	0.3953	0.4884	0.8837
PD53362a	PD70975b	93	0.3548	0.5376	0.8925
PD53362a	PD70975c	93	0.3978	0.4731	0.8710
PD53362a	PD70976a	93	0.4839	0.3978	0.8817
PD53362a	PD70976b	93	0.4731	0.4086	0.8817
PD53362a	PD70976c	92	0.4783	0.4022	0.8804
PD53362a	PD70978a	93	0.3333	0.4946	0.8280
PD53362a	PD70980a	92	0.4022	0.4457	0.8478
PD53362a	PD70980c	90	0.4000	0.4556	0.8556
PD53362a	PD70981a	91	0.3846	0.4725	0.8571
PD53362a	PD70982a	93	0.3978	0.4731	0.8710
PD53362a	PD70982c	94	0.3936	0.4787	0.8723
PD53362a	PD70983a	93	0.3978	0.4409	0.8387
PD53362a	PD70984a	92	0.3152	0.4783	0.7935
PD53362a	PD70985a	90	0.4667	0.4222	0.8889
PD53362a	PD70985c	89	0.4719	0.4157	0.8876
PD53362a	PD70986a	88	0.4432	0.3977	0.8409
PD53362a	PD70986c	93	0.4624	0.3978	0.8602
PD53362a	PD70986d	93	0.4624	0.3978	0.8602
PD53362a	PD70987a	93	0.3656	0.4946	0.8602
PD53362b	PD53363a	95	0.3895	0.4737	0.8632
PD53362b	PD53363b	95	0.3895	0.4737	0.8632
PD53362b	PD53364a	94	0.3617	0.4787	0.8404
PD53362b	PD53364b	95	0.3789	0.4737	0.8526
PD53362b	PD53364c	92	0.3804	0.4674	0.8478
PD53362b	PD53365a	90	0.3778	0.4333	0.8111
PD53362b	PD53365b	93	0.3763	0.4731	0.8495
PD53362b	PD53366a	95	0.4316	0.4737	0.9053
PD53362b	PD53366b	95	0.4316	0.4737	0.9053
PD53362b	PD53367a	94	0.3511	0.5000	0.8511
PD53362b	PD53367b	95	0.3579	0.4947	0.8526
PD53362b	PD53368a	89	0.4270	0.4045	0.8315
PD53362b	PD53368b	95	0.4000	0.4421	0.8421
PD53362b	PD53369a	93	0.3871	0.4624	0.8495
PD53362b	PD53369b	95	0.3895	0.4632	0.8526
PD53362b	PD70589a	90	0.4778	0.4222	0.9000
PD53362b	PD70963a	93	0.3226	0.5054	0.8280
PD53362b	PD70963b	92	0.3152	0.5217	0.8370
PD53362b	PD70964a	87	0.3678	0.4138	0.7816
PD53362b	PD70964b	90	0.3889	0.4111	0.8000
PD53362b	PD70964c	92	0.3696	0.4239	0.7935
PD53362b	PD70965a	90	0.3222	0.5111	0.8333
PD53362b	PD70965b	94	0.3191	0.5319	0.8511
PD53362b	PD70966a	94	0.4574	0.4468	0.9043
PD53362b	PD70966c	89	0.4494	0.4607	0.9101
PD53362b	PD70967a	89	0.4157	0.4270	0.8427
PD53362b	PD70967b	95	0.4000	0.4526	0.8526
PD53362b	PD70968a	94	0.3936	0.5000	0.8936
PD53362b	PD70968b	94	0.3404	0.5745	0.9149
PD53362b	PD70968c	95	0.4105	0.4737	0.8842
PD53362b	PD70969a	91	0.4505	0.4066	0.8571
PD53362b	PD70969b	95	0.4316	0.4211	0.8526
PD53362b	PD70970a	92	0.5217	0.3696	0.8913
PD53362b	PD70970b	95	0.5158	0.3789	0.8947
PD53362b	PD70971a	89	0.2809	0.5169	0.7978
PD53362b	PD70971b	93	0.3118	0.5269	0.8387
PD53362b	PD70971c	93	0.3011	0.4839	0.7849
PD53362b	PD70972a	94	0.4043	0.4574	0.8617
PD53362b	PD70972b	89	0.4045	0.4719	0.8764
PD53362b	PD70972c	90	0.4000	0.4556	0.8556
PD53362b	PD70973a	94	0.3723	0.5106	0.8830
PD53362b	PD70973b	92	0.3696	0.5217	0.8913
PD53362b	PD70974a	92	0.3804	0.4022	0.7826
PD53362b	PD70974b	94	0.3723	0.4255	0.7979
PD53362b	PD70974c	95	0.3895	0.3895	0.7789
PD53362b	PD70975a	87	0.3908	0.4943	0.8851
PD53362b	PD70975b	94	0.3511	0.5426	0.8936
PD53362b	PD70975c	94	0.3936	0.4787	0.8723
PD53362b	PD70976a	94	0.4787	0.4043	0.8830
PD53362b	PD70976b	94	0.4681	0.4149	0.8830
PD53362b	PD70976c	93	0.4731	0.4086	0.8817
PD53362b	PD70978a	94	0.3404	0.4894	0.8298
PD53362b	PD70980a	93	0.4086	0.4409	0.8495
PD53362b	PD70980c	91	0.4066	0.4505	0.8571
PD53362b	PD70981a	92	0.3913	0.4674	0.8587
PD53362b	PD70982a	94	0.4043	0.4681	0.8723
PD53362b	PD70982c	95	0.4000	0.4737	0.8737
PD53362b	PD70983a	94	0.3936	0.4468	0.8404
PD53362b	PD70984a	93	0.3118	0.4839	0.7957
PD53362b	PD70985a	91	0.4615	0.4286	0.8901
PD53362b	PD70985c	90	0.4667	0.4222	0.8889
PD53362b	PD70986a	89	0.4494	0.3933	0.8427
PD53362b	PD70986c	94	0.4681	0.3936	0.8617
PD53362b	PD70986d	94	0.4681	0.3936	0.8617
PD53362b	PD70987a	94	0.3617	0.5000	0.8617
PD53363a	PD53363b	95	1.0000	0.0000	1.0000
PD53363a	PD53364a	94	0.3830	0.4787	0.8617
PD53363a	PD53364b	95	0.4105	0.4632	0.8737
PD53363a	PD53364c	92	0.4130	0.4565	0.8696
PD53363a	PD53365a	90	0.4000	0.4889	0.8889
PD53363a	PD53365b	93	0.4409	0.4624	0.9032
PD53363a	PD53366a	95	0.3684	0.5474	0.9158
PD53363a	PD53366b	95	0.3684	0.5474	0.9158
PD53363a	PD53367a	94	0.5000	0.3830	0.8830
PD53363a	PD53367b	95	0.5053	0.3789	0.8842
PD53363a	PD53368a	89	0.3933	0.4944	0.8876
PD53363a	PD53368b	95	0.3895	0.5158	0.9053
PD53363a	PD53369a	93	0.3763	0.5484	0.9247
PD53363a	PD53369b	95	0.3684	0.5579	0.9263
PD53363a	PD70589a	90	0.4222	0.4000	0.8222
PD53363a	PD70963a	93	0.3333	0.5484	0.8817
PD53363a	PD70963b	92	0.3370	0.5543	0.8913
PD53363a	PD70964a	87	0.4368	0.4598	0.8966
PD53363a	PD70964b	90	0.4222	0.4889	0.9111
PD53363a	PD70964c	92	0.4130	0.4891	0.9022
PD53363a	PD70965a	90	0.4111	0.4889	0.9000
PD53363a	PD70965b	94	0.3936	0.5213	0.9149
PD53363a	PD70966a	94	0.4468	0.3830	0.8298
PD53363a	PD70966c	89	0.4382	0.4157	0.8539
PD53363a	PD70967a	89	0.4831	0.4045	0.8876
PD53363a	PD70967b	95	0.4526	0.4421	0.8947
PD53363a	PD70968a	94	0.4149	0.4894	0.9043
PD53363a	PD70968b	94	0.4255	0.4787	0.9043
PD53363a	PD70968c	95	0.4000	0.5053	0.9053
PD53363a	PD70969a	91	0.3736	0.5165	0.8901
PD53363a	PD70969b	95	0.3789	0.5158	0.8947
PD53363a	PD70970a	92	0.3913	0.5109	0.9022
PD53363a	PD70970b	95	0.3895	0.5158	0.9053
PD53363a	PD70971a	89	0.3820	0.4831	0.8652
PD53363a	PD70971b	93	0.3978	0.5269	0.9247
PD53363a	PD70971c	93	0.3978	0.4731	0.8710
PD53363a	PD70972a	94	0.4255	0.5106	0.9362
PD53363a	PD70972b	89	0.4157	0.5169	0.9326
PD53363a	PD70972c	90	0.4111	0.5222	0.9333
PD53363a	PD70973a	94	0.4362	0.5106	0.9468
PD53363a	PD70973b	92	0.4348	0.5109	0.9457
PD53363a	PD70974a	92	0.4239	0.4674	0.8913
PD53363a	PD70974b	94	0.4362	0.4681	0.9043
PD53363a	PD70974c	95	0.4316	0.4632	0.8947
PD53363a	PD70975a	87	0.3793	0.5172	0.8966
PD53363a	PD70975b	94	0.3936	0.5213	0.9149
PD53363a	PD70975c	94	0.3617	0.5319	0.8936
PD53363a	PD70976a	94	0.4149	0.4894	0.9043
PD53363a	PD70976b	94	0.4255	0.4787	0.9043
PD53363a	PD70976c	93	0.3978	0.5054	0.9032
PD53363a	PD70978a	94	0.4787	0.3830	0.8617
PD53363a	PD70980a	93	0.3656	0.5591	0.9247
PD53363a	PD70980c	91	0.3736	0.5604	0.9341
PD53363a	PD70981a	92	0.3804	0.4565	0.8370
PD53363a	PD70982a	94	0.4681	0.3936	0.8617
PD53363a	PD70982c	95	0.4632	0.4000	0.8632
PD53363a	PD70983a	94	0.3404	0.5426	0.8830
PD53363a	PD70984a	93	0.3978	0.4731	0.8710
PD53363a	PD70985a	91	0.3626	0.5055	0.8681
PD53363a	PD70985c	90	0.3667	0.5000	0.8667
PD53363a	PD70986a	89	0.4157	0.5169	0.9326
PD53363a	PD70986c	94	0.3936	0.5213	0.9149
PD53363a	PD70986d	94	0.3936	0.5213	0.9149
PD53363a	PD70987a	94	0.4362	0.4362	0.8723
PD53363b	PD53364a	94	0.3830	0.4787	0.8617
PD53363b	PD53364b	95	0.4105	0.4632	0.8737
PD53363b	PD53364c	92	0.4130	0.4565	0.8696
PD53363b	PD53365a	90	0.4000	0.4889	0.8889
PD53363b	PD53365b	93	0.4409	0.4624	0.9032
PD53363b	PD53366a	95	0.3684	0.5474	0.9158
PD53363b	PD53366b	95	0.3684	0.5474	0.9158
PD53363b	PD53367a	94	0.5000	0.3830	0.8830
PD53363b	PD53367b	95	0.5053	0.3789	0.8842
PD53363b	PD53368a	89	0.3933	0.4944	0.8876
PD53363b	PD53368b	95	0.3895	0.5158	0.9053
PD53363b	PD53369a	93	0.3763	0.5484	0.9247
PD53363b	PD53369b	95	0.3684	0.5579	0.9263
PD53363b	PD70589a	90	0.4222	0.4000	0.8222
PD53363b	PD70963a	93	0.3333	0.5484	0.8817
PD53363b	PD70963b	92	0.3370	0.5543	0.8913
PD53363b	PD70964a	87	0.4368	0.4598	0.8966
PD53363b	PD70964b	90	0.4222	0.4889	0.9111
PD53363b	PD70964c	92	0.4130	0.4891	0.9022
PD53363b	PD70965a	90	0.4111	0.4889	0.9000
PD53363b	PD70965b	94	0.3936	0.5213	0.9149
PD53363b	PD70966a	94	0.4468	0.3830	0.8298
PD53363b	PD70966c	89	0.4382	0.4157	0.8539
PD53363b	PD70967a	89	0.4831	0.4045	0.8876
PD53363b	PD70967b	95	0.4526	0.4421	0.8947
PD53363b	PD70968a	94	0.4149	0.4894	0.9043
PD53363b	PD70968b	94	0.4255	0.4787	0.9043
PD53363b	PD70968c	95	0.4000	0.5053	0.9053
PD53363b	PD70969a	91	0.3736	0.5165	0.8901
PD53363b	PD70969b	95	0.3789	0.5158	0.8947
PD53363b	PD70970a	92	0.3913	0.5109	0.9022
PD53363b	PD70970b	95	0.3895	0.5158	0.9053
PD53363b	PD70971a	89	0.3820	0.4831	0.8652
PD53363b	PD70971b	93	0.3978	0.5269	0.9247
PD53363b	PD70971c	93	0.3978	0.4731	0.8710
PD53363b	PD70972a	94	0.4255	0.5106	0.9362
PD53363b	PD70972b	89	0.4157	0.5169	0.9326
PD53363b	PD70972c	90	0.4111	0.5222	0.9333
PD53363b	PD70973a	94	0.4362	0.5106	0.9468
PD53363b	PD70973b	92	0.4348	0.5109	0.9457
PD53363b	PD70974a	92	0.4239	0.4674	0.8913
PD53363b	PD70974b	94	0.4362	0.4681	0.9043
PD53363b	PD70974c	95	0.4316	0.4632	0.8947
PD53363b	PD70975a	87	0.3793	0.5172	0.8966
PD53363b	PD70975b	94	0.3936	0.5213	0.9149
PD53363b	PD70975c	94	0.3617	0.5319	0.8936
PD53363b	PD70976a	94	0.4149	0.4894	0.9043
PD53363b	PD70976b	94	0.4255	0.4787	0.9043
PD53363b	PD70976c	93	0.3978	0.5054	0.9032
PD53363b	PD70978a	94	0.4787	0.3830	0.8617
PD53363b	PD70980a	93	0.3656	0.5591	0.9247
PD53363b	PD70980c	91	0.3736	0.5604	0.9341
PD53363b	PD70981a	92	0.3804	0.4565	0.8370
PD53363b	PD70982a	94	0.4681	0.3936	0.8617
PD53363b	PD70982c	95	0.4632	0.4000	0.8632
PD53363b	PD70983a	94	0.3404	0.5426	0.8830
PD53363b	PD70984a	93	0.3978	0.4731	0.8710
PD53363b	PD70985a	91	0.3626	0.5055	0.8681
PD53363b	PD70985c	90	0.3667	0.5000	0.8667
PD53363b	PD70986a	89	0.4157	0.5169	0.9326
PD53363b	PD70986c	94	0.3936	0.5213	0.9149
PD53363b	PD70986d	94	0.3936	0.5213	0.9149
PD53363b	PD70987a	94	0.4362	0.4362	0.8723
PD53364a	PD53364b	94	0.9255	0.0745	1.0000
PD53364a	PD53364c	91	0.9451	0.0549	1.0000
PD53364a	PD53365a	89	0.4270	0.4494	0.8764
PD53364a	PD53365b	92	0.4457	0.4674	0.9130
PD53364a	PD53366a	94	0.3404	0.5957	0.9362
PD53364a	PD53366b	94	0.3404	0.5957	0.9362
PD53364a	PD53367a	93	0.3441	0.5484	0.8925
PD53364a	PD53367b	94	0.3511	0.5426	0.8936
PD53364a	PD53368a	88	0.4659	0.3977	0.8636
PD53364a	PD53368b	94	0.4468	0.4255	0.8723
PD53364a	PD53369a	92	0.3043	0.5543	0.8587
PD53364a	PD53369b	94	0.2979	0.5638	0.8617
PD53364a	PD70589a	90	0.5444	0.4111	0.9556
PD53364a	PD70963a	92	0.3370	0.5326	0.8696
PD53364a	PD70963b	91	0.3297	0.5714	0.9011
PD53364a	PD70964a	86	0.4186	0.4419	0.8605
PD53364a	PD70964b	89	0.4045	0.4719	0.8764
PD53364a	PD70964c	91	0.4066	0.4615	0.8681
PD53364a	PD70965a	89	0.4607	0.4157	0.8764
PD53364a	PD70965b	93	0.4516	0.4301	0.8817
PD53364a	PD70966a	93	0.5269	0.4301	0.9570
PD53364a	PD70966c	88	0.5341	0.4318	0.9659
PD53364a	PD70967a	88	0.3182	0.5455	0.8636
PD53364a	PD70967b	94	0.3085	0.5532	0.8617
PD53364a	PD70968a	93	0.4624	0.4194	0.8817
PD53364a	PD70968b	93	0.4086	0.4731	0.8817
PD53364a	PD70968c	94	0.4574	0.4043	0.8617
PD53364a	PD70969a	90	0.3444	0.4778	0.8222
PD53364a	PD70969b	94	0.3404	0.4787	0.8191
PD53364a	PD70970a	91	0.2967	0.5385	0.8352
PD53364a	PD70970b	94	0.2979	0.5426	0.8404
PD53364a	PD70971a	88	0.4205	0.3750	0.7955
PD53364a	PD70971b	92	0.3913	0.4565	0.8478
PD53364a	PD70971c	92	0.4130	0.3587	0.7717
PD53364a	PD70972a	93	0.4624	0.4731	0.9355
PD53364a	PD70972b	88	0.4432	0.4886	0.9318
PD53364a	PD70972c	89	0.4944	0.4382	0.9326
PD53364a	PD70973a	93	0.4731	0.4301	0.9032
PD53364a	PD70973b	91	0.4615	0.4396	0.9011
PD53364a	PD70974a	91	0.2857	0.5055	0.7912
PD53364a	PD70974b	93	0.2688	0.5269	0.7957
PD53364a	PD70974c	94	0.2979	0.4894	0.7872
PD53364a	PD70975a	86	0.4302	0.4419	0.8721
PD53364a	PD70975b	93	0.4086	0.4731	0.8817
PD53364a	PD70975c	93	0.4516	0.4194	0.8710
PD53364a	PD70976a	93	0.4946	0.4301	0.9247
PD53364a	PD70976b	93	0.4839	0.4409	0.9247
PD53364a	PD70976c	92	0.5000	0.4239	0.9239
PD53364a	PD70978a	93	0.3656	0.4946	0.8602
PD53364a	PD70980a	92	0.3152	0.5435	0.8587
PD53364a	PD70980c	90	0.3111	0.5556	0.8667
PD53364a	PD70981a	91	0.4286	0.3956	0.8242
PD53364a	PD70982a	93	0.4086	0.4731	0.8817
PD53364a	PD70982c	94	0.4362	0.4468	0.8830
PD53364a	PD70983a	93	0.3656	0.4516	0.8172
PD53364a	PD70984a	92	0.4022	0.3370	0.7391
PD53364a	PD70985a	91	0.4835	0.4286	0.9121
PD53364a	PD70985c	90	0.4889	0.4222	0.9111
PD53364a	PD70986a	88	0.2955	0.5114	0.8068
PD53364a	PD70986c	94	0.2872	0.5106	0.7979
PD53364a	PD70986d	94	0.2872	0.5106	0.7979
PD53364a	PD70987a	93	0.3226	0.4731	0.7957
PD53364b	PD53364c	92	1.0000	0.0000	1.0000
PD53364b	PD53365a	90	0.4444	0.4444	0.8889
PD53364b	PD53365b	93	0.4409	0.4839	0.9247
PD53364b	PD53366a	95	0.3474	0.5895	0.9368
PD53364b	PD53366b	95	0.3474	0.5895	0.9368
PD53364b	PD53367a	94	0.3723	0.5532	0.9255
PD53364b	PD53367b	95	0.3789	0.5474	0.9263
PD53364b	PD53368a	89	0.4944	0.3933	0.8876
PD53364b	PD53368b	95	0.4842	0.4105	0.8947
PD53364b	PD53369a	93	0.3011	0.5699	0.8710
PD53364b	PD53369b	95	0.2947	0.5789	0.8737
PD53364b	PD70589a	90	0.5222	0.4333	0.9556
PD53364b	PD70963a	93	0.3548	0.5376	0.8925
PD53364b	PD70963b	92	0.3478	0.5761	0.9239
PD53364b	PD70964a	87	0.4483	0.4368	0.8851
PD53364b	PD70964b	90	0.4556	0.4444	0.9000
PD53364b	PD70964c	92	0.4348	0.4565	0.8913
PD53364b	PD70965a	90	0.5000	0.3889	0.8889
PD53364b	PD70965b	94	0.4894	0.4043	0.8936
PD53364b	PD70966a	94	0.5000	0.4574	0.9574
PD53364b	PD70966c	89	0.5056	0.4607	0.9663
PD53364b	PD70967a	89	0.3371	0.5281	0.8652
PD53364b	PD70967b	95	0.3368	0.5263	0.8632
PD53364b	PD70968a	94	0.4574	0.4255	0.8830
PD53364b	PD70968b	94	0.4362	0.4574	0.8936
PD53364b	PD70968c	95	0.4526	0.4211	0.8737
PD53364b	PD70969a	91	0.3626	0.4945	0.8571
PD53364b	PD70969b	95	0.3579	0.4947	0.8526
PD53364b	PD70970a	92	0.3478	0.5109	0.8587
PD53364b	PD70970b	95	0.3474	0.5158	0.8632
PD53364b	PD70971a	89	0.4045	0.4157	0.8202
PD53364b	PD70971b	93	0.3978	0.4624	0.8602
PD53364b	PD70971c	93	0.3978	0.3978	0.7957
PD53364b	PD70972a	94	0.4681	0.4681	0.9362
PD53364b	PD70972b	89	0.4494	0.4831	0.9326
PD53364b	PD70972c	90	0.4889	0.4444	0.9333
PD53364b	PD70973a	94	0.4681	0.4681	0.9362
PD53364b	PD70973b	92	0.4565	0.4783	0.9348
PD53364b	PD70974a	92	0.2826	0.5435	0.8261
PD53364b	PD70974b	94	0.2766	0.5532	0.8298
PD53364b	PD70974c	95	0.2947	0.5263	0.8211
PD53364b	PD70975a	87	0.4138	0.4713	0.8851
PD53364b	PD70975b	94	0.4149	0.4787	0.8936
PD53364b	PD70975c	94	0.4362	0.4468	0.8830
PD53364b	PD70976a	94	0.4894	0.4574	0.9468
PD53364b	PD70976b	94	0.4787	0.4681	0.9468
PD53364b	PD70976c	93	0.4946	0.4516	0.9462
PD53364b	PD70978a	94	0.3723	0.5213	0.8936
PD53364b	PD70980a	93	0.3011	0.5699	0.8710
PD53364b	PD70980c	91	0.3077	0.5714	0.8791
PD53364b	PD70981a	92	0.3913	0.4783	0.8696
PD53364b	PD70982a	94	0.4255	0.4574	0.8830
PD53364b	PD70982c	95	0.4211	0.4632	0.8842
PD53364b	PD70983a	94	0.3723	0.4574	0.8298
PD53364b	PD70984a	93	0.4086	0.3548	0.7634
PD53364b	PD70985a	91	0.4396	0.4835	0.9231
PD53364b	PD70985c	90	0.4444	0.4778	0.9222
PD53364b	PD70986a	89	0.2921	0.5506	0.8427
PD53364b	PD70986c	94	0.2872	0.5426	0.8298
PD53364b	PD70986d	94	0.2872	0.5426	0.8298
PD53364b	PD70987a	94	0.2766	0.5213	0.7979
PD53364c	PD53365a	87	0.4368	0.4483	0.8851
PD53364c	PD53365b	90	0.4444	0.4778	0.9222
PD53364c	PD53366a	92	0.3478	0.5870	0.9348
PD53364c	PD53366b	92	0.3478	0.5870	0.9348
PD53364c	PD53367a	91	0.3846	0.5385	0.9231
PD53364c	PD53367b	92	0.3913	0.5326	0.9239
PD53364c	PD53368a	86	0.4884	0.3953	0.8837
PD53364c	PD53368b	92	0.4783	0.4130	0.8913
PD53364c	PD53369a	90	0.3000	0.5667	0.8667
PD53364c	PD53369b	92	0.2935	0.5761	0.8696
PD53364c	PD70589a	87	0.5402	0.4138	0.9540
PD53364c	PD70963a	90	0.3444	0.5444	0.8889
PD53364c	PD70963b	89	0.3371	0.5843	0.9213
PD53364c	PD70964a	85	0.4471	0.4353	0.8824
PD53364c	PD70964b	87	0.4483	0.4483	0.8966
PD53364c	PD70964c	90	0.4333	0.4556	0.8889
PD53364c	PD70965a	87	0.4943	0.3908	0.8851
PD53364c	PD70965b	91	0.4835	0.4066	0.8901
PD53364c	PD70966a	91	0.5165	0.4396	0.9560
PD53364c	PD70966c	86	0.5233	0.4419	0.9651
PD53364c	PD70967a	86	0.3372	0.5233	0.8605
PD53364c	PD70967b	92	0.3370	0.5217	0.8587
PD53364c	PD70968a	91	0.4615	0.4176	0.8791
PD53364c	PD70968b	91	0.4396	0.4505	0.8901
PD53364c	PD70968c	92	0.4565	0.4130	0.8696
PD53364c	PD70969a	88	0.3636	0.4886	0.8523
PD53364c	PD70969b	92	0.3587	0.4891	0.8478
PD53364c	PD70970a	89	0.3371	0.5169	0.8539
PD53364c	PD70970b	92	0.3370	0.5217	0.8587
PD53364c	PD70971a	86	0.4070	0.4070	0.8140
PD53364c	PD70971b	90	0.4000	0.4556	0.8556
PD53364c	PD70971c	90	0.4000	0.3889	0.7889
PD53364c	PD70972a	91	0.4835	0.4505	0.9341
PD53364c	PD70972b	86	0.4651	0.4651	0.9302
PD53364c	PD70972c	87	0.5057	0.4253	0.9310
PD53364c	PD70973a	91	0.4835	0.4505	0.9341
PD53364c	PD70973b	89	0.4719	0.4607	0.9326
PD53364c	PD70974a	89	0.2697	0.5506	0.8202
PD53364c	PD70974b	91	0.2637	0.5604	0.8242
PD53364c	PD70974c	92	0.2826	0.5326	0.8152
PD53364c	PD70975a	84	0.4167	0.4643	0.8810
PD53364c	PD70975b	91	0.4176	0.4725	0.8901
PD53364c	PD70975c	91	0.4396	0.4396	0.8791
PD53364c	PD70976a	91	0.4835	0.4615	0.9451
PD53364c	PD70976b	91	0.4725	0.4725	0.9451
PD53364c	PD70976c	90	0.4889	0.4556	0.9444
PD53364c	PD70978a	91	0.3846	0.5055	0.8901
PD53364c	PD70980a	90	0.3000	0.5667	0.8667
PD53364c	PD70980c	88	0.3068	0.5682	0.8750
PD53364c	PD70981a	89	0.3933	0.4719	0.8652
PD53364c	PD70982a	91	0.4066	0.4725	0.8791
PD53364c	PD70982c	92	0.4022	0.4783	0.8804
PD53364c	PD70983a	91	0.3846	0.4396	0.8242
PD53364c	PD70984a	90	0.4000	0.3556	0.7556
PD53364c	PD70985a	88	0.4432	0.4773	0.9205
PD53364c	PD70985c	87	0.4483	0.4713	0.9195
PD53364c	PD70986a	86	0.2907	0.5465	0.8372
PD53364c	PD70986c	91	0.2857	0.5385	0.8242
PD53364c	PD70986d	91	0.2857	0.5385	0.8242
PD53364c	PD70987a	91	0.2747	0.5165	0.7912
PD53365a	PD53365b	88	0.9432	0.0568	1.0000
PD53365a	PD53366a	90	0.2889	0.5556	0.8444
PD53365a	PD53366b	90	0.2889	0.5556	0.8444
PD53365a	PD53367a	90	0.3222	0.5111	0.8333
PD53365a	PD53367b	90	0.3222	0.5111	0.8333
PD53365a	PD53368a	85	0.3882	0.4706	0.8588
PD53365a	PD53368b	90	0.4111	0.4556	0.8667
PD53365a	PD53369a	88	0.3182	0.5341	0.8523
PD53365a	PD53369b	90	0.3222	0.5333	0.8556
PD53365a	PD70589a	85	0.4353	0.4235	0.8588
PD53365a	PD70963a	88	0.2955	0.5682	0.8636
PD53365a	PD70963b	87	0.2874	0.5977	0.8851
PD53365a	PD70964a	83	0.3614	0.5301	0.8916
PD53365a	PD70964b	85	0.3647	0.5529	0.9176
PD53365a	PD70964c	87	0.3563	0.5402	0.8966
PD53365a	PD70965a	85	0.3765	0.4824	0.8588
PD53365a	PD70965b	89	0.3708	0.4944	0.8652
PD53365a	PD70966a	89	0.4157	0.4494	0.8652
PD53365a	PD70966c	84	0.4405	0.4405	0.8810
PD53365a	PD70967a	84	0.3333	0.5238	0.8571
PD53365a	PD70967b	90	0.3222	0.5444	0.8667
PD53365a	PD70968a	89	0.4831	0.4045	0.8876
PD53365a	PD70968b	89	0.4719	0.4157	0.8876
PD53365a	PD70968c	90	0.4667	0.4000	0.8667
PD53365a	PD70969a	86	0.4302	0.4651	0.8953
PD53365a	PD70969b	90	0.4333	0.4667	0.9000
PD53365a	PD70970a	87	0.4483	0.4253	0.8736
PD53365a	PD70970b	90	0.4556	0.4222	0.8778
PD53365a	PD70971a	84	0.3571	0.4762	0.8333
PD53365a	PD70971b	88	0.3523	0.5114	0.8636
PD53365a	PD70971c	88	0.3864	0.4432	0.8295
PD53365a	PD70972a	90	0.3667	0.5000	0.8667
PD53365a	PD70972b	85	0.3765	0.4824	0.8588
PD53365a	PD70972c	85	0.4000	0.4588	0.8588
PD53365a	PD70973a	89	0.4045	0.4719	0.8764
PD53365a	PD70973b	87	0.3908	0.4828	0.8736
PD53365a	PD70974a	88	0.3182	0.5795	0.8977
PD53365a	PD70974b	89	0.3258	0.5730	0.8989
PD53365a	PD70974c	90	0.3222	0.5667	0.8889
PD53365a	PD70975a	83	0.4940	0.3494	0.8434
PD53365a	PD70975b	89	0.4831	0.3708	0.8539
PD53365a	PD70975c	89	0.4494	0.3708	0.8202
PD53365a	PD70976a	89	0.4607	0.4157	0.8764
PD53365a	PD70976b	89	0.4607	0.4157	0.8764
PD53365a	PD70976c	89	0.4607	0.4157	0.8764
PD53365a	PD70978a	89	0.2921	0.5281	0.8202
PD53365a	PD70980a	88	0.3182	0.5341	0.8523
PD53365a	PD70980c	86	0.3256	0.5349	0.8605
PD53365a	PD70981a	87	0.4023	0.4828	0.8851
PD53365a	PD70982a	89	0.3708	0.4494	0.8202
PD53365a	PD70982c	90	0.3667	0.4556	0.8222
PD53365a	PD70983a	89	0.3483	0.5281	0.8764
PD53365a	PD70984a	88	0.3750	0.4091	0.7841
PD53365a	PD70985a	86	0.3837	0.4302	0.8140
PD53365a	PD70985c	85	0.3882	0.4235	0.8118
PD53365a	PD70986a	85	0.3765	0.4941	0.8706
PD53365a	PD70986c	89	0.3596	0.4944	0.8539
PD53365a	PD70986d	89	0.3596	0.4944	0.8539
PD53365a	PD70987a	89	0.3596	0.4719	0.8315
PD53365b	PD53366a	93	0.3226	0.5376	0.8602
PD53365b	PD53366b	93	0.3226	0.5376	0.8602
PD53365b	PD53367a	92	0.3696	0.4783	0.8478
PD53365b	PD53367b	93	0.3656	0.4839	0.8495
PD53365b	PD53368a	87	0.3448	0.5402	0.8851
PD53365b	PD53368b	93	0.3763	0.5161	0.8925
PD53365b	PD53369a	91	0.3516	0.5055	0.8571
PD53365b	PD53369b	93	0.3548	0.5054	0.8602
PD53365b	PD70589a	88	0.4432	0.4432	0.8864
PD53365b	PD70963a	91	0.3077	0.5604	0.8681
PD53365b	PD70963b	90	0.3111	0.5667	0.8778
PD53365b	PD70964a	85	0.4235	0.4824	0.9059
PD53365b	PD70964b	88	0.4318	0.5000	0.9318
PD53365b	PD70964c	90	0.4222	0.4889	0.9111
PD53365b	PD70965a	88	0.3864	0.5000	0.8864
PD53365b	PD70965b	92	0.3804	0.5109	0.8913
PD53365b	PD70966a	92	0.4239	0.4674	0.8913
PD53365b	PD70966c	87	0.4483	0.4598	0.9080
PD53365b	PD70967a	87	0.3563	0.5172	0.8736
PD53365b	PD70967b	93	0.3441	0.5376	0.8817
PD53365b	PD70968a	92	0.4891	0.3804	0.8696
PD53365b	PD70968b	92	0.4783	0.3913	0.8696
PD53365b	PD70968c	93	0.4731	0.3763	0.8495
