sample_a	sample_b	n	exact	compat	combn
PD53330c	PD70967a	89	0.3258	0.5281	0.8539
PD53330c	PD70967b	95	0.3158	0.5474	0.8632
PD53330c	PD70968a	94	0.5000	0.3936	0.8936
PD53330c	PD70968b	94	0.5319	0.3830	0.9149
PD53330c	PD70968c	95	0.5158	0.3789	0.8947
PD53330c	PD70969a	91	0.4396	0.4945	0.9341
PD53330c	PD70969b	95	0.4316	0.4947	0.9263
PD53330c	PD70970a	92	0.3696	0.5326	0.9022
PD53330c	PD70970b	95	0.3684	0.5368	0.9053
PD53330c	PD70971a	89	0.3483	0.5056	0.8539
PD53330c	PD70971b	93	0.3763	0.5054	0.8817
PD53330c	PD70971c	93	0.3548	0.4946	0.8495
PD53330c	PD70972a	94	0.4043	0.4894	0.8936
PD53330c	PD70972b	89	0.3933	0.4944	0.8876
PD53330c	PD70972c	90	0.4111	0.4778	0.8889
PD53330c	PD70973a	94	0.4043	0.4894	0.8936
PD53330c	PD70973b	92	0.4239	0.4674	0.8913
PD53330c	PD70974a	92	0.3587	0.5000	0.8587
PD53330c	PD70974b	94	0.3936	0.4787	0.8723
PD53330c	PD70974c	95	0.3368	0.5263	0.8632
PD53330c	PD70975a	87	0.3793	0.5057	0.8851
PD53330c	PD70975b	94	0.3723	0.5319	0.9043
PD53330c	PD70975c	94	0.3723	0.4787	0.8511
PD53330c	PD70976a	94	0.4362	0.4149	0.8511
PD53330c	PD70976b	94	0.4362	0.4149	0.8511
PD53330c	PD70976c	93	0.4301	0.4086	0.8387
PD53330c	PD70978a	94	0.4681	0.3617	0.8298
PD53330c	PD70980a	93	0.3118	0.5699	0.8817
PD53330c	PD70980c	91	0.3187	0.5714	0.8901
PD53330c	PD70981a	92	0.4239	0.4783	0.9022
PD53330c	PD70982a	94	0.3191	0.5532	0.8723
PD53330c	PD70982c	95	0.3368	0.5263	0.8632
PD53330c	PD70983a	94	0.3617	0.4787	0.8404
PD53330c	PD70984a	93	0.3978	0.4409	0.8387
PD53330c	PD70985a	91	0.3626	0.5055	0.8681
PD53330c	PD70985c	90	0.3667	0.5000	0.8667
PD53330c	PD70986a	89	0.3146	0.5169	0.8315
PD53330c	PD70986c	94	0.2872	0.5426	0.8298
PD53330c	PD70986d	94	0.2872	0.5426	0.8298
PD53330c	PD70987a	94	0.3511	0.4468	0.7979
PD53331a	PD53331b	95	1.0000	0.0000	1.0000
PD53331a	PD53332a	94	0.3617	0.4468	0.8085
PD53331a	PD53332b	95	0.4105	0.4211	0.8316
PD53331a	PD53332c	94	0.3617	0.4468	0.8085
PD53331a	PD53332d	94	0.4149	0.4149	0.8298
PD53331a	PD53332e	92	0.4130	0.4239	0.8370
PD53331a	PD53333a	95	0.3789	0.4737	0.8526
PD53331a	PD53333b	94	0.3936	0.4574	0.8511
PD53331a	PD53333c	94	0.3830	0.4681	0.8511
PD53331a	PD53333d	94	0.3830	0.4681	0.8511
PD53331a	PD53333e	94	0.3830	0.4787	0.8617
PD53331a	PD53333f	93	0.3871	0.4624	0.8495
PD53331a	PD53334a	95	0.3474	0.5368	0.8842
PD53331a	PD53334b	95	0.3474	0.5368	0.8842
PD53331a	PD53335a	94	0.4149	0.3936	0.8085
PD53331a	PD53335b	95	0.3895	0.4737	0.8632
PD53331a	PD53335c	93	0.4194	0.3871	0.8065
PD53331a	PD53335d	95	0.4105	0.4000	0.8105
PD53331a	PD53335e	85	0.4118	0.4353	0.8471
PD53331a	PD53336a	95	0.3474	0.5263	0.8737
PD53331a	PD53336c	94	0.3617	0.5000	0.8617
PD53331a	PD53336d	94	0.3617	0.5000	0.8617
PD53331a	PD53336e	94	0.3617	0.5000	0.8617
PD53331a	PD53336f	93	0.3656	0.5269	0.8925
PD53331a	PD53336l	93	0.3656	0.5161	0.8817
PD53331a	PD53337a	95	0.4316	0.4000	0.8316
PD53331a	PD53337b	95	0.4316	0.4000	0.8316
PD53331a	PD53337c	95	0.4316	0.4000	0.8316
PD53331a	PD53338a	94	0.3511	0.5426	0.8936
PD53331a	PD53338b	95	0.3579	0.5474	0.9053
PD53331a	PD53339a	95	0.2947	0.6105	0.9053
PD53331a	PD53339b	95	0.2947	0.6105	0.9053
PD53331a	PD53340a	95	0.4421	0.4316	0.8737
PD53331a	PD53341a	93	0.3548	0.4731	0.8280
PD53331a	PD53341b	93	0.3548	0.4731	0.8280
PD53331a	PD53342a	95	0.3895	0.5263	0.9158
PD53331a	PD53342b	95	0.3895	0.5263	0.9158
PD53331a	PD53343a	95	0.3368	0.5263	0.8632
PD53331a	PD53343b	92	0.3478	0.5217	0.8696
PD53331a	PD53343c	91	0.3516	0.5165	0.8681
PD53331a	PD53343d	95	0.3368	0.5263	0.8632
PD53331a	PD53343e	95	0.3368	0.5263	0.8632
PD53331a	PD53343f	95	0.3368	0.5263	0.8632
PD53331a	PD53343g	93	0.3333	0.5269	0.8602
PD53331a	PD53343h	94	0.3404	0.5319	0.8723
PD53331a	PD53343i	93	0.3333	0.5269	0.8602
PD53331a	PD53343j	93	0.3441	0.5161	0.8602
PD53331a	PD53343k	83	0.3373	0.5181	0.8554
PD53331a	PD53344a	94	0.4362	0.4149	0.8511
PD53331a	PD53344c	94	0.4362	0.4149	0.8511
PD53331a	PD53344d	93	0.4301	0.4194	0.8495
PD53331a	PD53344e	93	0.4301	0.4086	0.8387
PD53331a	PD53344f	90	0.4111	0.4667	0.8778
PD53331a	PD53344l	94	0.4149	0.4149	0.8298
PD53331a	PD53345a	92	0.4130	0.4891	0.9022
PD53331a	PD53345b	95	0.4105	0.4947	0.9053
PD53331a	PD53346a	94	0.4255	0.4574	0.8830
PD53331a	PD53346b	95	0.4316	0.4526	0.8842
PD53331a	PD53347a	94	0.3830	0.4574	0.8404
PD53331a	PD53347b	95	0.3895	0.4947	0.8842
PD53331a	PD53347c	88	0.3864	0.4886	0.8750
PD53331a	PD53348a	92	0.4130	0.5000	0.9130
PD53331a	PD53348b	95	0.4211	0.4947	0.9158
PD53331a	PD53349a	92	0.4022	0.5109	0.9130
PD53331a	PD53349b	94	0.4681	0.4787	0.9468
PD53331a	PD53349c	95	0.3895	0.5263	0.9158
PD53331a	PD53349d	90	0.4667	0.4778	0.9444
PD53331a	PD53349e	92	0.4565	0.4891	0.9457
PD53331a	PD53349f	92	0.4022	0.5217	0.9239
PD53331a	PD53350a	93	0.2473	0.5914	0.8387
PD53331a	PD53350b	95	0.3053	0.5368	0.8421
PD53331a	PD53350c	94	0.2447	0.5957	0.8404
PD53331a	PD53350d	93	0.2903	0.5484	0.8387
PD53331a	PD53350e	94	0.2979	0.5426	0.8404
PD53331a	PD53350f	88	0.2614	0.5795	0.8409
PD53331a	PD53351a	92	0.4348	0.4022	0.8370
PD53331a	PD53351b	95	0.4421	0.4105	0.8526
PD53331a	PD53352a	95	0.4316	0.3895	0.8211
PD53331a	PD53352b	95	0.4737	0.3789	0.8526
PD53331a	PD53352c	95	0.4526	0.3684	0.8211
PD53331a	PD53352d	88	0.4773	0.3636	0.8409
PD53331a	PD53352e	93	0.4731	0.3548	0.8280
PD53331a	PD53353a	95	0.4632	0.4632	0.9263
PD53331a	PD53353b	95	0.4632	0.4632	0.9263
PD53331a	PD53354a	95	0.4105	0.4947	0.9053
PD53331a	PD53354b	95	0.4105	0.4947	0.9053
PD53331a	PD53355a	93	0.3118	0.4839	0.7957
PD53331a	PD53355b	95	0.3368	0.4947	0.8316
PD53331a	PD53355c	89	0.3146	0.5056	0.8202
PD53331a	PD53356a	93	0.3656	0.4839	0.8495
PD53331a	PD53356c	94	0.3404	0.5426	0.8830
PD53331a	PD53357a	94	0.4043	0.4468	0.8511
PD53331a	PD53357b	95	0.4211	0.4421	0.8632
PD53331a	PD53357c	92	0.4130	0.4457	0.8587
PD53331a	PD53357d	93	0.3978	0.4516	0.8495
PD53331a	PD53357e	89	0.3820	0.4607	0.8427
PD53331a	PD53358a	89	0.3596	0.4382	0.7978
PD53331a	PD53358b	95	0.3474	0.4842	0.8316
PD53331a	PD53359a	94	0.2979	0.5319	0.8298
PD53331a	PD53359b	95	0.3684	0.4947	0.8632
PD53331a	PD53359c	89	0.3146	0.5169	0.8315
PD53331a	PD53360a	95	0.4842	0.4316	0.9158
PD53331a	PD53361a	93	0.5269	0.3763	0.9032
PD53331a	PD53361b	94	0.5106	0.3936	0.9043
PD53331a	PD53362a	94	0.3298	0.4894	0.8191
PD53331a	PD53362b	95	0.3263	0.4947	0.8211
PD53331a	PD53363a	95	0.4526	0.4421	0.8947
PD53331a	PD53363b	95	0.4526	0.4421	0.8947
PD53331a	PD53364a	94	0.2447	0.5532	0.7979
PD53331a	PD53364b	95	0.2632	0.5474	0.8105
PD53331a	PD53364c	92	0.2500	0.5543	0.8043
PD53331a	PD53365a	90	0.3778	0.4778	0.8556
PD53331a	PD53365b	93	0.4194	0.4409	0.8602
PD53331a	PD53366a	95	0.4526	0.3579	0.8105
PD53331a	PD53366b	95	0.4526	0.3579	0.8105
PD53331a	PD53367a	94	0.4043	0.4574	0.8617
PD53331a	PD53367b	95	0.4000	0.4632	0.8632
PD53331a	PD53368a	89	0.3708	0.4944	0.8652
PD53331a	PD53368b	95	0.3684	0.5158	0.8842
PD53331a	PD53369a	93	0.3226	0.5269	0.8495
PD53331a	PD53369b	95	0.3158	0.5368	0.8526
PD53331a	PD70589a	90	0.3111	0.5667	0.8778
PD53331a	PD70963a	93	0.3871	0.4409	0.8280
PD53331a	PD70963b	92	0.3696	0.4565	0.8261
PD53331a	PD70964a	87	0.4253	0.3678	0.7931
PD53331a	PD70964b	90	0.4444	0.3778	0.8222
PD53331a	PD70964c	92	0.4348	0.3696	0.8043
PD53331a	PD70965a	90	0.3889	0.4444	0.8333
PD53331a	PD70965b	94	0.3936	0.4574	0.8511
PD53331a	PD70966a	94	0.3085	0.5745	0.8830
PD53331a	PD70966c	89	0.3258	0.5843	0.9101
PD53331a	PD70967a	89	0.4157	0.4494	0.8652
PD53331a	PD70967b	95	0.4105	0.4632	0.8737
PD53331a	PD70968a	94	0.3404	0.5426	0.8830
PD53331a	PD70968b	94	0.3617	0.5426	0.9043
PD53331a	PD70968c	95	0.3579	0.5053	0.8632
PD53331a	PD70969a	91	0.3956	0.4835	0.8791
PD53331a	PD70969b	95	0.4105	0.4737	0.8842
PD53331a	PD70970a	92	0.4022	0.5109	0.9130
PD53331a	PD70970b	95	0.4000	0.5158	0.9158
PD53331a	PD70971a	89	0.3146	0.5169	0.8315
PD53331a	PD70971b	93	0.3118	0.5699	0.8817
PD53331a	PD70971c	93	0.3333	0.4839	0.8172
PD53331a	PD70972a	94	0.3298	0.5213	0.8511
PD53331a	PD70972b	89	0.3371	0.5281	0.8652
PD53331a	PD70972c	90	0.3333	0.5111	0.8444
PD53331a	PD70973a	94	0.3936	0.5213	0.9149
PD53331a	PD70973b	92	0.3804	0.5435	0.9239
PD53331a	PD70974a	92	0.3370	0.5326	0.8696
PD53331a	PD70974b	94	0.3298	0.5426	0.8723
PD53331a	PD70974c	95	0.3474	0.5263	0.8737
PD53331a	PD70975a	87	0.2759	0.5057	0.7816
PD53331a	PD70975b	94	0.2766	0.5319	0.8085
PD53331a	PD70975c	94	0.2766	0.4894	0.7660
PD53331a	PD70976a	94	0.3723	0.4468	0.8191
PD53331a	PD70976b	94	0.3723	0.4468	0.8191
PD53331a	PD70976c	93	0.3656	0.4516	0.8172
PD53331a	PD70978a	94	0.3936	0.4149	0.8085
PD53331a	PD70980a	93	0.3333	0.5161	0.8495
PD53331a	PD70980c	91	0.3407	0.5275	0.8681
PD53331a	PD70981a	92	0.3478	0.5217	0.8696
PD53331a	PD70982a	94	0.3404	0.5213	0.8617
PD53331a	PD70982c	95	0.3368	0.5263	0.8632
PD53331a	PD70983a	94	0.4255	0.3936	0.8191
PD53331a	PD70984a	93	0.3978	0.5161	0.9140
PD53331a	PD70985a	91	0.2637	0.5714	0.8352
PD53331a	PD70985c	90	0.2667	0.5667	0.8333
PD53331a	PD70986a	89	0.4157	0.4382	0.8539
PD53331a	PD70986c	94	0.4043	0.4255	0.8298
PD53331a	PD70986d	94	0.4043	0.4255	0.8298
PD53331a	PD70987a	94	0.3830	0.4574	0.8404
PD53331b	PD53332a	94	0.3617	0.4468	0.8085
PD53331b	PD53332b	95	0.4105	0.4211	0.8316
PD53331b	PD53332c	94	0.3617	0.4468	0.8085
PD53331b	PD53332d	94	0.4149	0.4149	0.8298
PD53331b	PD53332e	92	0.4130	0.4239	0.8370
PD53331b	PD53333a	95	0.3789	0.4737	0.8526
PD53331b	PD53333b	94	0.3936	0.4574	0.8511
PD53331b	PD53333c	94	0.3830	0.4681	0.8511
PD53331b	PD53333d	94	0.3830	0.4681	0.8511
PD53331b	PD53333e	94	0.3830	0.4787	0.8617
PD53331b	PD53333f	93	0.3871	0.4624	0.8495
PD53331b	PD53334a	95	0.3474	0.5368	0.8842
PD53331b	PD53334b	95	0.3474	0.5368	0.8842
PD53331b	PD53335a	94	0.4149	0.3936	0.8085
PD53331b	PD53335b	95	0.3895	0.4737	0.8632
PD53331b	PD53335c	93	0.4194	0.3871	0.8065
PD53331b	PD53335d	95	0.4105	0.4000	0.8105
PD53331b	PD53335e	85	0.4118	0.4353	0.8471
PD53331b	PD53336a	95	0.3474	0.5263	0.8737
PD53331b	PD53336c	94	0.3617	0.5000	0.8617
PD53331b	PD53336d	94	0.3617	0.5000	0.8617
PD53331b	PD53336e	94	0.3617	0.5000	0.8617
PD53331b	PD53336f	93	0.3656	0.5269	0.8925
PD53331b	PD53336l	93	0.3656	0.5161	0.8817
PD53331b	PD53337a	95	0.4316	0.4000	0.8316
PD53331b	PD53337b	95	0.4316	0.4000	0.8316
PD53331b	PD53337c	95	0.4316	0.4000	0.8316
PD53331b	PD53338a	94	0.3511	0.5426	0.8936
PD53331b	PD53338b	95	0.3579	0.5474	0.9053
PD53331b	PD53339a	95	0.2947	0.6105	0.9053
PD53331b	PD53339b	95	0.2947	0.6105	0.9053
PD53331b	PD53340a	95	0.4421	0.4316	0.8737
PD53331b	PD53341a	93	0.3548	0.4731	0.8280
PD53331b	PD53341b	93	0.3548	0.4731	0.8280
PD53331b	PD53342a	95	0.3895	0.5263	0.9158
PD53331b	PD53342b	95	0.3895	0.5263	0.9158
PD53331b	PD53343a	95	0.3368	0.5263	0.8632
PD53331b	PD53343b	92	0.3478	0.5217	0.8696
PD53331b	PD53343c	91	0.3516	0.5165	0.8681
PD53331b	PD53343d	95	0.3368	0.5263	0.8632
PD53331b	PD53343e	95	0.3368	0.5263	0.8632
PD53331b	PD53343f	95	0.3368	0.5263	0.8632
PD53331b	PD53343g	93	0.3333	0.5269	0.8602
PD53331b	PD53343h	94	0.3404	0.5319	0.8723
PD53331b	PD53343i	93	0.3333	0.5269	0.8602
PD53331b	PD53343j	93	0.3441	0.5161	0.8602
PD53331b	PD53343k	83	0.3373	0.5181	0.8554
PD53331b	PD53344a	94	0.4362	0.4149	0.8511
PD53331b	PD53344c	94	0.4362	0.4149	0.8511
PD53331b	PD53344d	93	0.4301	0.4194	0.8495
PD53331b	PD53344e	93	0.4301	0.4086	0.8387
PD53331b	PD53344f	90	0.4111	0.4667	0.8778
PD53331b	PD53344l	94	0.4149	0.4149	0.8298
PD53331b	PD53345a	92	0.4130	0.4891	0.9022
PD53331b	PD53345b	95	0.4105	0.4947	0.9053
PD53331b	PD53346a	94	0.4255	0.4574	0.8830
PD53331b	PD53346b	95	0.4316	0.4526	0.8842
PD53331b	PD53347a	94	0.3830	0.4574	0.8404
PD53331b	PD53347b	95	0.3895	0.4947	0.8842
PD53331b	PD53347c	88	0.3864	0.4886	0.8750
PD53331b	PD53348a	92	0.4130	0.5000	0.9130
PD53331b	PD53348b	95	0.4211	0.4947	0.9158
PD53331b	PD53349a	92	0.4022	0.5109	0.9130
PD53331b	PD53349b	94	0.4681	0.4787	0.9468
PD53331b	PD53349c	95	0.3895	0.5263	0.9158
PD53331b	PD53349d	90	0.4667	0.4778	0.9444
PD53331b	PD53349e	92	0.4565	0.4891	0.9457
PD53331b	PD53349f	92	0.4022	0.5217	0.9239
PD53331b	PD53350a	93	0.2473	0.5914	0.8387
PD53331b	PD53350b	95	0.3053	0.5368	0.8421
PD53331b	PD53350c	94	0.2447	0.5957	0.8404
PD53331b	PD53350d	93	0.2903	0.5484	0.8387
PD53331b	PD53350e	94	0.2979	0.5426	0.8404
PD53331b	PD53350f	88	0.2614	0.5795	0.8409
PD53331b	PD53351a	92	0.4348	0.4022	0.8370
PD53331b	PD53351b	95	0.4421	0.4105	0.8526
PD53331b	PD53352a	95	0.4316	0.3895	0.8211
PD53331b	PD53352b	95	0.4737	0.3789	0.8526
PD53331b	PD53352c	95	0.4526	0.3684	0.8211
PD53331b	PD53352d	88	0.4773	0.3636	0.8409
PD53331b	PD53352e	93	0.4731	0.3548	0.8280
PD53331b	PD53353a	95	0.4632	0.4632	0.9263
PD53331b	PD53353b	95	0.4632	0.4632	0.9263
PD53331b	PD53354a	95	0.4105	0.4947	0.9053
PD53331b	PD53354b	95	0.4105	0.4947	0.9053
PD53331b	PD53355a	93	0.3118	0.4839	0.7957
PD53331b	PD53355b	95	0.3368	0.4947	0.8316
PD53331b	PD53355c	89	0.3146	0.5056	0.8202
PD53331b	PD53356a	93	0.3656	0.4839	0.8495
PD53331b	PD53356c	94	0.3404	0.5426	0.8830
PD53331b	PD53357a	94	0.4043	0.4468	0.8511
PD53331b	PD53357b	95	0.4211	0.4421	0.8632
PD53331b	PD53357c	92	0.4130	0.4457	0.8587
PD53331b	PD53357d	93	0.3978	0.4516	0.8495
PD53331b	PD53357e	89	0.3820	0.4607	0.8427
PD53331b	PD53358a	89	0.3596	0.4382	0.7978
PD53331b	PD53358b	95	0.3474	0.4842	0.8316
PD53331b	PD53359a	94	0.2979	0.5319	0.8298
PD53331b	PD53359b	95	0.3684	0.4947	0.8632
PD53331b	PD53359c	89	0.3146	0.5169	0.8315
PD53331b	PD53360a	95	0.4842	0.4316	0.9158
PD53331b	PD53361a	93	0.5269	0.3763	0.9032
PD53331b	PD53361b	94	0.5106	0.3936	0.9043
PD53331b	PD53362a	94	0.3298	0.4894	0.8191
PD53331b	PD53362b	95	0.3263	0.4947	0.8211
PD53331b	PD53363a	95	0.4526	0.4421	0.8947
PD53331b	PD53363b	95	0.4526	0.4421	0.8947
PD53331b	PD53364a	94	0.2447	0.5532	0.7979
PD53331b	PD53364b	95	0.2632	0.5474	0.8105
PD53331b	PD53364c	92	0.2500	0.5543	0.8043
PD53331b	PD53365a	90	0.3778	0.4778	0.8556
PD53331b	PD53365b	93	0.4194	0.4409	0.8602
PD53331b	PD53366a	95	0.4526	0.3579	0.8105
PD53331b	PD53366b	95	0.4526	0.3579	0.8105
PD53331b	PD53367a	94	0.4043	0.4574	0.8617
PD53331b	PD53367b	95	0.4000	0.4632	0.8632
PD53331b	PD53368a	89	0.3708	0.4944	0.8652
PD53331b	PD53368b	95	0.3684	0.5158	0.8842
PD53331b	PD53369a	93	0.3226	0.5269	0.8495
PD53331b	PD53369b	95	0.3158	0.5368	0.8526
PD53331b	PD70589a	90	0.3111	0.5667	0.8778
PD53331b	PD70963a	93	0.3871	0.4409	0.8280
PD53331b	PD70963b	92	0.3696	0.4565	0.8261
PD53331b	PD70964a	87	0.4253	0.3678	0.7931
PD53331b	PD70964b	90	0.4444	0.3778	0.8222
PD53331b	PD70964c	92	0.4348	0.3696	0.8043
PD53331b	PD70965a	90	0.3889	0.4444	0.8333
PD53331b	PD70965b	94	0.3936	0.4574	0.8511
PD53331b	PD70966a	94	0.3085	0.5745	0.8830
PD53331b	PD70966c	89	0.3258	0.5843	0.9101
PD53331b	PD70967a	89	0.4157	0.4494	0.8652
PD53331b	PD70967b	95	0.4105	0.4632	0.8737
PD53331b	PD70968a	94	0.3404	0.5426	0.8830
PD53331b	PD70968b	94	0.3617	0.5426	0.9043
PD53331b	PD70968c	95	0.3579	0.5053	0.8632
PD53331b	PD70969a	91	0.3956	0.4835	0.8791
PD53331b	PD70969b	95	0.4105	0.4737	0.8842
PD53331b	PD70970a	92	0.4022	0.5109	0.9130
PD53331b	PD70970b	95	0.4000	0.5158	0.9158
PD53331b	PD70971a	89	0.3146	0.5169	0.8315
PD53331b	PD70971b	93	0.3118	0.5699	0.8817
PD53331b	PD70971c	93	0.3333	0.4839	0.8172
PD53331b	PD70972a	94	0.3298	0.5213	0.8511
PD53331b	PD70972b	89	0.3371	0.5281	0.8652
PD53331b	PD70972c	90	0.3333	0.5111	0.8444
PD53331b	PD70973a	94	0.3936	0.5213	0.9149
PD53331b	PD70973b	92	0.3804	0.5435	0.9239
PD53331b	PD70974a	92	0.3370	0.5326	0.8696
PD53331b	PD70974b	94	0.3298	0.5426	0.8723
PD53331b	PD70974c	95	0.3474	0.5263	0.8737
PD53331b	PD70975a	87	0.2759	0.5057	0.7816
PD53331b	PD70975b	94	0.2766	0.5319	0.8085
PD53331b	PD70975c	94	0.2766	0.4894	0.7660
PD53331b	PD70976a	94	0.3723	0.4468	0.8191
PD53331b	PD70976b	94	0.3723	0.4468	0.8191
PD53331b	PD70976c	93	0.3656	0.4516	0.8172
PD53331b	PD70978a	94	0.3936	0.4149	0.8085
PD53331b	PD70980a	93	0.3333	0.5161	0.8495
PD53331b	PD70980c	91	0.3407	0.5275	0.8681
PD53331b	PD70981a	92	0.3478	0.5217	0.8696
PD53331b	PD70982a	94	0.3404	0.5213	0.8617
PD53331b	PD70982c	95	0.3368	0.5263	0.8632
PD53331b	PD70983a	94	0.4255	0.3936	0.8191
PD53331b	PD70984a	93	0.3978	0.5161	0.9140
PD53331b	PD70985a	91	0.2637	0.5714	0.8352
PD53331b	PD70985c	90	0.2667	0.5667	0.8333
PD53331b	PD70986a	89	0.4157	0.4382	0.8539
PD53331b	PD70986c	94	0.4043	0.4255	0.8298
PD53331b	PD70986d	94	0.4043	0.4255	0.8298
PD53331b	PD70987a	94	0.3830	0.4574	0.8404
PD53332a	PD53332b	94	0.8830	0.1170	1.0000
PD53332a	PD53332c	93	1.0000	0.0000	1.0000
PD53332a	PD53332d	93	0.8925	0.1075	1.0000
PD53332a	PD53332e	91	0.8791	0.1209	1.0000
PD53332a	PD53333a	94	0.3830	0.4574	0.8404
PD53332a	PD53333b	93	0.3763	0.4731	0.8495
PD53332a	PD53333c	93	0.3871	0.4624	0.8495
PD53332a	PD53333d	93	0.3871	0.4516	0.8387
PD53332a	PD53333e	93	0.3871	0.4624	0.8495
PD53332a	PD53333f	92	0.3804	0.4674	0.8478
PD53332a	PD53334a	94	0.4787	0.4149	0.8936
PD53332a	PD53334b	94	0.4787	0.4149	0.8936
PD53332a	PD53335a	93	0.5914	0.2581	0.8495
PD53332a	PD53335b	94	0.5106	0.3723	0.8830
PD53332a	PD53335c	92	0.5870	0.2717	0.8587
PD53332a	PD53335d	94	0.5957	0.2553	0.8511
PD53332a	PD53335e	84	0.5833	0.2976	0.8810
PD53332a	PD53336a	94	0.3830	0.4255	0.8085
PD53332a	PD53336c	93	0.4086	0.3978	0.8065
PD53332a	PD53336d	93	0.4086	0.3978	0.8065
PD53332a	PD53336e	93	0.4086	0.3978	0.8065
PD53332a	PD53336f	92	0.3478	0.4674	0.8152
PD53332a	PD53336l	92	0.3587	0.4348	0.7935
PD53332a	PD53337a	94	0.4043	0.4255	0.8298
PD53332a	PD53337b	94	0.4043	0.4255	0.8298
PD53332a	PD53337c	94	0.4043	0.4255	0.8298
PD53332a	PD53338a	93	0.4731	0.4194	0.8925
PD53332a	PD53338b	94	0.4574	0.4362	0.8936
PD53332a	PD53339a	94	0.4043	0.4787	0.8830
PD53332a	PD53339b	94	0.4043	0.4787	0.8830
PD53332a	PD53340a	94	0.4149	0.4787	0.8936
PD53332a	PD53341a	92	0.4239	0.4674	0.8913
PD53332a	PD53341b	92	0.4348	0.4565	0.8913
PD53332a	PD53342a	94	0.3617	0.5000	0.8617
PD53332a	PD53342b	94	0.3617	0.5000	0.8617
PD53332a	PD53343a	94	0.5000	0.3511	0.8511
PD53332a	PD53343b	91	0.4945	0.3516	0.8462
PD53332a	PD53343c	90	0.5111	0.3333	0.8444
PD53332a	PD53343d	94	0.5000	0.3511	0.8511
PD53332a	PD53343e	94	0.5000	0.3511	0.8511
PD53332a	PD53343f	94	0.5000	0.3511	0.8511
PD53332a	PD53343g	92	0.5109	0.3478	0.8587
PD53332a	PD53343h	93	0.4946	0.3548	0.8495
PD53332a	PD53343i	92	0.5000	0.3478	0.8478
PD53332a	PD53343j	92	0.5000	0.3478	0.8478
PD53332a	PD53343k	82	0.5244	0.3171	0.8415
PD53332a	PD53344a	93	0.4086	0.4194	0.8280
PD53332a	PD53344c	93	0.4086	0.4194	0.8280
PD53332a	PD53344d	92	0.4130	0.4130	0.8261
PD53332a	PD53344e	92	0.4130	0.4022	0.8152
PD53332a	PD53344f	89	0.3933	0.4494	0.8427
PD53332a	PD53344l	93	0.4194	0.3978	0.8172
PD53332a	PD53345a	91	0.2308	0.5824	0.8132
PD53332a	PD53345b	94	0.2234	0.5957	0.8191
PD53332a	PD53346a	93	0.5054	0.4086	0.9140
PD53332a	PD53346b	94	0.5000	0.4149	0.9149
PD53332a	PD53347a	93	0.4409	0.3871	0.8280
PD53332a	PD53347b	94	0.3511	0.5106	0.8617
PD53332a	PD53347c	88	0.3750	0.4659	0.8409
PD53332a	PD53348a	91	0.2747	0.5275	0.8022
PD53332a	PD53348b	94	0.2766	0.5426	0.8191
PD53332a	PD53349a	91	0.3516	0.3846	0.7363
PD53332a	PD53349b	93	0.2688	0.5269	0.7957
PD53332a	PD53349c	94	0.3404	0.4043	0.7447
PD53332a	PD53349d	89	0.3034	0.4719	0.7753
PD53332a	PD53349e	91	0.2857	0.4945	0.7802
PD53332a	PD53349f	91	0.3407	0.4066	0.7473
PD53332a	PD53350a	92	0.5435	0.3587	0.9022
PD53332a	PD53350b	94	0.5213	0.3936	0.9149
PD53332a	PD53350c	93	0.5376	0.3548	0.8925
PD53332a	PD53350d	92	0.5217	0.3913	0.9130
PD53332a	PD53350e	93	0.5161	0.3978	0.9140
PD53332a	PD53350f	87	0.5057	0.3908	0.8966
PD53332a	PD53351a	91	0.4725	0.4066	0.8791
PD53332a	PD53351b	94	0.4681	0.4255	0.8936
PD53332a	PD53352a	94	0.4681	0.3936	0.8617
PD53332a	PD53352b	94	0.4043	0.4894	0.8936
PD53332a	PD53352c	94	0.4574	0.4149	0.8723
PD53332a	PD53352d	87	0.4368	0.4368	0.8736
PD53332a	PD53352e	92	0.4565	0.4130	0.8696
PD53332a	PD53353a	94	0.2979	0.5106	0.8085
PD53332a	PD53353b	94	0.2979	0.5106	0.8085
PD53332a	PD53354a	94	0.3511	0.5638	0.9149
PD53332a	PD53354b	94	0.3511	0.5638	0.9149
PD53332a	PD53355a	92	0.3913	0.4239	0.8152
PD53332a	PD53355b	94	0.3617	0.5106	0.8723
PD53332a	PD53355c	88	0.3636	0.5000	0.8636
PD53332a	PD53356a	92	0.3370	0.4457	0.7826
PD53332a	PD53356c	93	0.3333	0.4839	0.8172
PD53332a	PD53357a	93	0.3548	0.4409	0.7957
PD53332a	PD53357b	94	0.3191	0.4894	0.8085
PD53332a	PD53357c	91	0.3297	0.4725	0.8022
PD53332a	PD53357d	92	0.3478	0.4457	0.7935
PD53332a	PD53357e	88	0.3523	0.4432	0.7955
PD53332a	PD53358a	88	0.4773	0.3750	0.8523
PD53332a	PD53358b	94	0.4468	0.4255	0.8723
PD53332a	PD53359a	93	0.3871	0.3226	0.7097
PD53332a	PD53359b	94	0.3191	0.4787	0.7979
PD53332a	PD53359c	88	0.3750	0.3409	0.7159
PD53332a	PD53360a	94	0.2979	0.5745	0.8723
PD53332a	PD53361a	92	0.4239	0.4239	0.8478
